size,load_time,aug_time,memory_peak_mb,images_processed
64,0.750037670135498,0.057338714599609375,0.08062553405761719,100
128,0.7745985984802246,0.0796201229095459,0.10100650787353516,100
224,0.8537564277648926,0.17114806175231934,0.2944908142089844,100
512,1.1897368431091309,1.0767226219177246,1.5091381072998047,100
